Time (min),Cyanobacterial cell count,wastewater concentration (Ci),Sonicator power density,Concentration of H2O2,Volume (mL),Solution pH,final count/0.5 mL,final count/mL,Particles/mL,Area (ABD) Mean,Area (ABD) Min,Area (ABD) Max,Area (Filled) Mean,Area (Filled) Min,Area (Filled) Max,Aspect Ratio Mean,Aspect Ratio Min,Aspect Ratio Max,Circle Fit Mean,Circle Fit Min,Circle Fit Max,Circularity Mean,Circularity Min,Circularity Max,Circularity (Hu) Mean,Circularity (Hu) Min,Circularity (Hu) Max,Compactness Mean,Compactness Min,Compactness Max,Convex Perimeter Mean,Convex Perimeter Min,Convex Perimeter Max,Convexity Mean,Convexity Min,Convexity Max,Diameter (ABD) Mean,Diameter (ABD) Min,Diameter (ABD) Max,Diameter (ESD) Mean,Diameter (ESD) Min,Diameter (ESD) Max,Diameter (FD) Mean,Diameter (FD) Min,Diameter (FD) Max,"D[3,2](ABD) Mean","D[3,2](ESD) Mean","D[4,3](ABD) Mean","D[4,3](ESD) Mean",Edge Gradient Mean,Edge Gradient Min,Edge Gradient Max,Elapsed Time Mean,Elapsed Time Min,Elapsed Time Max,Elongation Mean,Elongation Min,Elongation Max,Fiber Curl Mean,Fiber Curl Min,Fiber Curl Max,Fiber Straightness Mean,Fiber Straightness Min,Fiber Straightness Max,Geodesic Aspect Ratio Mean,Geodesic Aspect Ratio Min,Geodesic Aspect Ratio Max,Geodesic Length Mean,Geodesic Length Min,Geodesic Length Max,Geodesic Thickness Mean,Geodesic Thickness Min,Geodesic Thickness Max,Image Height Mean,Image Height Min,Image Height Max,Image Width Mean,Image Width Min,Image Width Max,Intensity Mean,Intensity Min,Intensity Max,Length Mean,Length Min,Length Max,Particles Per Chain Mean,Particles Per Chain Min,Particles Per Chain Max,Perimeter Mean,Perimeter Min,Perimeter Max,Ratio Blue/Green Mean,Ratio Blue/Green Min,Ratio Blue/Green Max,Ratio Red/Blue Mean,Ratio Red/Blue Min,Ratio Red/Blue Max,Ratio Red/Green Mean,Ratio Red/Green Min,Ratio Red/Green Max,Roughness Mean,Roughness Min,Roughness Max,Scatter Area Mean,Scatter Area Min,Scatter Area Max,Scatter Peak Mean,Scatter Peak Min,Scatter Peak Max,Scatter Width Mean,Scatter Width Min,Scatter Width Max,Sigma Intensity Mean,Sigma Intensity Min,Sigma Intensity Max,Sphere Complement Mean,Sphere Complement Min,Sphere Complement Max,Sphere Count Mean,Sphere Count Min,Sphere Count Max,Sphere Unknown Mean,Sphere Unknown Min,Sphere Unknown Max,Sphere Volume Mean,Sphere Volume Min,Sphere Volume Max,Sum Intensity Mean,Sum Intensity Min,Sum Intensity Max,Symmetry Mean,Symmetry Min,Symmetry Max,Transparency Mean,Transparency Min,Transparency Max,Volume (ABD) Mean,Volume (ABD) Min,Volume (ABD) Max,Volume (ESD) Mean,Volume (ESD) Min,Volume (ESD) Max,Width Mean,Width Min,Width Max
40,350000,40,20,0,100,7.4,103793,207586,230677.5,30.14,1.89,8561.54,30.62,1.89,10931.55,0.6,0.02,1,0.67,0,0.98,0.68,0.02,1,0.67,0.01,1,1.72,1,60.65,29.65,19.95,617.66,0.85,0.06,1,5.44,1.55,104.41,7.92,5,195.07,5.46,1.55,117.98,12.18,25.77,28.79,79.1,79.78,40,246.84,154.23,0.56,333.26,3.03,1,188.55,0.18,0,3.88,0.93,0.2,3.67,0.58,0.01,1,12.16,3.9,822.67,5.39,0.84,73.13,25.61,10,339,25,12,340,143.94,43.79,247.4,10.36,5.51,271.51,1.39,1,38,35.1,13.84,1654.06,1,0.81,1.23,0.99,0.83,1.32,1,0.85,1.25,1.17,0.35,3.37,0,0,0,0,0,0,0,0,0,28.57,3.61,100.16,0,0,0,0,0,0,0,0,0,0,0,0,17166.07,1465,2689657,0.6,0,1,0.29,0.01,0.92,244.76,1.95,595924.81,1145.25,65.48,3886541.6,4.92,0.73,161.29
50,350000,40,20,0,100,7.4,60945,121890,275784.78,38.45,2.16,52282.67,38.85,2.16,52776.87,0.67,0.06,1,0.72,0,0.96,0.75,0.03,1,0.79,0.03,1,1.5,1,36.66,29.99,19.99,1577.52,0.92,0.16,1,6.17,1.66,258.01,8.03,5,500.64,6.19,1.66,259.22,18.68,43.65,106.06,298.84,82.01,40,243.97,82.13,0.56,163.92,2.33,1,113.16,0.15,0,2.99,0.94,0.25,2.67,0.7,0.01,1,11.62,3.9,1104.08,6.37,0.8,55.02,26.07,11,932,24.4,13,530,135.68,37.18,223.78,10.17,5.51,728.55,1.21,1,12,35.97,14.44,2306.22,1.01,0.94,1.12,0.99,0.83,1.11,0.99,0.86,1.07,1.2,0.47,2.84,0,0,0,0,0,0,0,0,0,26.89,3.72,74.38,0,0,0,0,0,0,0,0,0,0,0,0,19261.69,2362,9875426,0.65,0,1,0.21,0.02,0.83,478.95,2.39,8992913.52,2001.83,65.48,65702966.04,5.43,1.1,148.8
60,350000,40,20,0,100,7.4,84584,169168,308174.42,34.66,1.75,10731.99,34.99,1.75,10855.92,0.64,0.07,1,0.7,0,0.96,0.73,0.04,1,0.75,0.03,1,1.57,1,23.05,30.23,19.99,647.15,0.91,0.18,1,6.01,1.49,116.89,8.1,5,204.48,6.03,1.49,117.57,10.72,17.54,22.23,50.14,80.29,40,237.43,97.96,0.58,203.47,2.57,1,70.4,0.15,0,3.04,0.94,0.25,2.9,0.67,0.01,1,11.91,4.4,520.81,6.09,0.94,40.79,26.51,10,394,24.06,13,193,136.03,40.28,204.32,10.44,5.51,284.74,1.23,1,9,36,14.44,1085.69,1.01,0.97,1.09,0.99,0.82,1.07,0.99,0.89,1.04,1.19,0.43,2.92,0,0,0,0,0,0,0,0,0,26.73,4.45,71.57,0,0,0,0,0,0,0,0,0,0,0,0,18341.35,2086,2231080,0.63,0,1,0.23,0.02,0.81,247.68,1.75,836342.82,761.42,65.48,4476531.5,5.21,1.1,75.32
0,415000,50,20,0,100,7.4,207754,415508,814655.99,102.92,1.62,20993.25,105.75,1.62,21410.85,0.63,0.03,1,0.59,0,0.96,0.56,0.01,1,0.72,0.01,1,2.33,1,79.62,44.36,19.93,910.62,0.86,0.09,1,8.98,1.44,163.49,12.6,5,288.37,9.08,1.44,165.11,26.42,41.95,47.55,80.18,63.09,40,220.78,94.27,0.58,189.13,4.99,1,248.14,0.42,0,5.8,0.78,0.15,3.85,0.42,0,1,23.4,4.25,1555.83,6.21,0.72,59.27,32.74,8,613,30.19,12,507,149.79,40.77,211.52,16,5.51,443.45,1.25,1,37,59.22,13.84,3133.12,1,0.95,1.07,0.99,0.87,1.09,0.99,0.92,1.05,1.31,0.32,4.87,0,0,0,0,0,0,0,0,0,25.48,2.36,69.18,0,0,0,0,0,0,0,0,0,0,0,0,40331.29,2147,4428773,0.52,0,1,0.27,0.02,0.91,1812.7,1.55,2288143.56,5889.71,65.48,12555691.07,8.41,0.73,194.35
10,415000,50,20,0,100,7.4,125040,250080,489070.28,38.78,1.75,12078.34,39.35,1.75,12347.64,0.61,0.06,1,0.67,0,0.96,0.67,0.01,1,0.7,0.01,1,1.75,1,106.35,31.77,20.04,957.71,0.87,0.06,1,6.11,1.49,124.01,8.59,5,303.37,6.14,1.49,125.39,13.58,26.14,31.55,100.93,75.25,40,248.24,95.13,0.58,189.59,3.12,1,332.11,0.21,0,3.5,0.91,0.22,4.59,0.57,0,1,13.18,3.75,733.72,5.77,0.87,50.45,26.59,10,503,25.71,13,599,144.69,38.57,220.26,11.13,5.51,438.31,1.32,1,33,37.91,13.84,1498.05,1,0.95,1.06,0.99,0.91,1.12,0.99,0.95,1.07,1.19,0.25,3.43,0,0,0,0,0,0,0,0,0,27.09,3.57,73.65,0,0,0,0,0,0,0,0,0,0,0,0,20129.19,2231,2803888,0.59,0,1,0.28,0.02,0.91,350.97,1.75,998560.75,1339.37,65.48,14619011.11,5.47,1.1,133.37
20,415000,50,20,0,100,7.4,100693,201386,399719.84,36.58,1.75,12532.83,37.02,1.75,12537.57,0.61,0.06,1,0.67,0,0.96,0.68,0.02,1,0.7,0.01,1,1.72,1,61.44,31.25,19.97,851.38,0.87,0.05,1,5.98,1.49,126.32,8.43,5,269.47,6.01,1.49,126.35,12.3,21.37,27.2,73.65,77.62,40,238.27,93.39,0.56,186.81,3.05,1,191.01,0.2,0,3.67,0.92,0.21,4.41,0.58,0.01,1,12.86,3.75,617.42,5.74,0.92,40.95,26.64,11,368,25.2,12,572,142.85,39.66,212.92,10.92,5.51,411.12,1.34,1,30,37.21,13.84,1251.94,1,0.9,1.17,0.99,0.82,1.24,0.99,0.87,1.12,1.19,0.3,3.38,0,0,0,0,0,0,0,0,0,27.58,3.38,74.22,0,0,0,0,0,0,0,0,0,0,0,0,19246.13,1466,2005252,0.6,0,1,0.28,0.02,0.91,299.98,1.75,1055449.7,1030.06,65.48,10245136.48,5.37,0.73,79.73
30,415000,50,20,0,100,7.4,89433,178866,349180.5,36.03,2.02,11941.61,36.5,2.02,11954.23,0.62,0.07,1,0.68,0,0.96,0.69,0.04,1,0.71,0.02,1,1.65,1,22.79,30.66,20,714.17,0.87,0.16,1,5.94,1.61,123.31,8.24,5,225.71,5.96,1.61,123.37,12.96,20.98,31.05,69.71,78.44,40,244.64,95.12,0.58,189.95,2.82,1,69.59,0.18,0,2.88,0.92,0.26,3.68,0.6,0.01,1,12.38,3.75,503.39,5.81,0.92,41.25,26.18,10,480,25.13,13,369,142.48,40.86,210.25,10.64,5.51,342.05,1.32,1,9,36.37,13.84,1044.11,1,0.93,1.06,0.99,0.91,1.1,0.99,0.95,1.07,1.18,0.37,2.73,0,0,0,0,0,0,0,0,0,27.53,3.68,74.66,0,0,0,0,0,0,0,0,0,0,0,0,19081.21,2131,2422063,0.61,0,1,0.27,0.02,0.84,311.4,2.17,981653.35,957.08,65.48,6020441.21,5.3,1.1,92.22
40,415000,50,20,0,100,7.4,86604,173208,335502.62,34.2,2.02,44456.52,34.99,2.02,81198.61,0.62,0.06,1,0.68,0,0.97,0.7,0.04,1,0.71,0.01,1,1.63,1,24.21,30.32,20.05,1019.54,0.88,0.15,1,5.86,1.61,237.92,8.13,5,322.94,5.88,1.61,321.54,13.69,20.71,74.39,105.72,79,40,237.4,95.73,0.59,191.42,2.76,1,74.04,0.18,0,3.05,0.93,0.25,3.82,0.61,0.01,1,12.15,3.9,367.85,5.8,1.03,273.06,25.86,11,449,25.17,14,455,141.89,36.66,209.49,10.49,5.51,327.35,1.32,1,10,35.89,14.44,1092.22,1,0.95,1.05,0.99,0.92,1.11,0.99,0.96,1.05,1.18,0.3,3.06,0,0,0,0,0,0,0,0,0,27.29,3.47,72.56,0,0,0,0,0,0,0,0,0,0,0,0,18518.63,2370,5180891,0.61,0,1,0.26,0.02,0.89,312.05,2.17,7051265.22,897.62,65.48,17635293.97,5.23,1.1,319.27
50,415000,50,20,0,100,7.4,92421,184842,337365.28,31.42,1.75,5890.64,31.76,1.75,5934.33,0.61,0.06,1,0.68,0,0.96,0.69,0.05,1,0.7,0.01,1,1.64,1,20.5,29.97,19.93,710,0.87,0.17,1,5.69,1.49,86.6,8.02,5,224.56,5.7,1.49,86.92,9.95,17.59,17.52,65.77,79.73,40,238.65,99.29,0.58,203.11,2.8,1,62.39,0.17,0,2.88,0.93,0.26,4.11,0.6,0.02,1,11.99,3.75,436.41,5.63,1.03,32.9,25.59,11,411,25.2,14,422,142.03,42.36,211.98,10.42,5.51,334.7,1.35,1,7,35.24,13.84,902.12,1,0.96,1.05,0.99,0.9,1.09,0.99,0.94,1.05,1.18,0.31,2.71,0,0,0,0,0,0,0,0,0,27.1,4.23,72.14,0,0,0,0,0,0,0,0,0,0,0,0,17692.28,2206,1583739,0.6,0,1,0.28,0.02,0.87,208.45,1.75,340100.93,727.72,65.48,5929437.35,5.06,1.1,70.91
60,415000,50,20,0,100,7.4,72199,144398,288388.63,29.09,2.02,11412.26,29.3,2.02,11533.66,0.59,0.06,1,0.67,0,0.98,0.68,0.06,1,0.67,0.02,1,1.66,1,16.23,29.53,20.05,438.62,0.86,0.18,1,5.46,1.61,120.54,7.88,5,138.12,5.48,1.61,121.18,11.28,13.58,34.23,30.72,79.85,40,235.36,92.45,0.56,185.66,2.86,1,48.97,0.17,0,2.29,0.93,0.3,3.66,0.58,0.02,1,11.82,3.9,219.28,5.4,1.02,87.69,25.68,10,167,24.79,13,238,142.73,36.55,207.91,10.33,5.51,167.17,1.38,1,8,34.44,13.84,531.95,1,0.96,1.06,0.99,0.9,1.09,0.99,0.95,1.06,1.17,0.37,2.46,0,0,0,0,0,0,0,0,0,26.58,3.25,71.81,0,0,0,0,0,0,0,0,0,0,0,0,16744.88,2364,1503179,0.59,0,1,0.29,0.01,0.84,218.88,2.17,917109.23,523.9,65.48,1379707.71,4.85,0.73,96.63
0,200000,20,10,0,100,7.4,98011,196022,390883.71,85.14,1.75,16096.92,86.93,1.75,17033.43,0.64,0,1,0.62,0,0.95,0.58,0.01,1,0.74,0.01,1,2.19,1,75.34,41.22,20.07,758.08,0.88,0,1,8.36,1.49,143.16,11.6,5,239.71,8.44,1.49,147.27,22.45,35.22,38.64,63.46,71.08,40,230.7,92.53,0.56,185.94,4.52,1,234.67,0.38,0,4.74,0.8,0.17,3.55,0.46,0,1,20.82,4.11,946.28,6.2,0.77,39.14,31.58,11,346,28.48,11,453,145.4,41.08,212.17,14.78,5.51,344.25,1.18,1,21,54.04,14.87,1900.62,1,0.91,1.09,0.99,0.86,1.19,0.99,0.93,1.09,1.29,0.34,4.47,0,0,0,0,0,0,0,0,0,27.19,2.9,77.2,0,0,0,0,0,0,0,0,0,0,0,0,34200.23,2147,3992784,0.54,0,1,0.26,0.02,0.9,1274.39,1.75,1536306.93,4008.36,65.48,7211850.09,7.7,0.73,142.92
0,200000,20,10,0,100,7.4,98627,197254,394359.96,85.66,1.75,16807.43,87.76,1.75,21682.41,0.63,0,1,0.61,0,0.96,0.58,0.02,1,0.73,0.01,1,2.29,1,52.43,41.68,20.06,912.55,0.87,0,1,8.35,1.49,146.29,11.75,5,288.98,8.43,1.49,166.15,22.92,39.25,39.93,79.87,71.48,40,255,92.6,0.58,185.45,4.84,1,162.71,0.39,0,3.8,0.79,0.21,3.27,0.45,0.01,1,21.51,4.65,1009.25,6.09,0.72,65.05,31.57,10,529,28.97,11,380,145.54,41.18,211.3,15,5.51,422.88,1.21,1,21,55.21,13.84,2035.09,1,0.88,1.13,0.99,0.86,1.31,0.99,0.9,1.15,1.29,0.33,3.57,0,0,0,0,0,0,0,0,0,27.23,2.95,76.15,0,0,0,0,0,0,0,0,0,0,0,0,34354.41,1337,3910779,0.53,0,1,0.27,0.02,0.9,1308.93,1.75,1639139.52,4710.29,65.48,12635844.91,7.75,0.73,159.82
10,110000,20,10,0,100,7.4,56764,113528,224411.41,36,2.02,6463.73,36.4,2.02,6463.73,0.66,0.04,1,0.71,0,0.96,0.73,0.03,1,0.76,0.04,1,1.57,1,29.03,29.94,20,645.22,0.91,0.16,1,6.04,1.61,90.72,8.01,5,203.76,6.07,1.61,90.72,10.97,17.51,19.63,53.33,80.48,40,239.89,93.55,0.58,187.55,2.54,1,89.19,0.17,0,3.05,0.93,0.25,2.59,0.66,0.01,1,11.67,3.9,368.04,6.2,1.01,75.55,26.09,9,264,24.31,12,428,142.01,44.64,208.03,10.23,5.51,303.11,1.21,1,18,35.75,14.44,748.59,1,0.92,1.05,0.99,0.9,1.15,1,0.94,1.08,1.2,0.5,2.8,0,0,0,0,0,0,0,0,0,29.42,3.33,74.18,0,0,0,0,0,0,0,0,0,0,0,0,19171.11,2519,856767,0.64,0,1,0.23,0.02,0.83,263.33,2.17,390920.97,736.22,65.48,4429776.11,5.34,0.73,85.6
10,110000,20,10,0,100,7.4,56414,112828,222457.61,35.98,2.02,5701.39,36.4,2.02,6415.81,0.66,0.06,1,0.71,0,0.96,0.73,0.03,1,0.76,0.03,1,1.57,1,37.75,29.93,20.05,822.26,0.91,0.12,1,6.04,1.61,85.2,8.01,5,260.06,6.07,1.61,90.38,11.06,19.79,20.74,81.01,80.3,40,233.33,93.7,0.56,188.03,2.54,1,116.59,0.17,0,3.6,0.93,0.22,2.77,0.66,0.01,1,11.67,3.9,514.33,6.21,0.95,35.43,26.02,11,557,24.38,12,171,142.21,32.53,205.35,10.22,5.51,398.63,1.21,1,17,35.76,14.44,1055.47,1,0.91,1.06,0.99,0.9,1.16,1,0.95,1.06,1.2,0.47,3.39,0,0,0,0,0,0,0,0,0,29.53,3.48,77.49,0,0,0,0,0,0,0,0,0,0,0,0,19185.22,2561,1779293,0.64,0,1,0.23,0.02,0.84,265.2,2.17,323843.52,838.59,65.48,9208928.69,5.34,0.73,76.79
20,200000,20,10,0,100,7.4,46220,92440,182259.56,35.24,2.16,14329.62,35.77,2.16,14818.8,0.66,0.06,1,0.72,0,0.96,0.74,0.03,1,0.77,0.02,1,1.52,1,39.92,29.34,20.03,987.6,0.91,0.1,1,5.94,1.66,135.07,7.82,5,312.86,5.96,1.66,137.36,13.18,26.01,40.91,140.04,82.07,40,238.76,93.07,0.58,188.03,2.37,1,123.41,0.15,0,4.1,0.95,0.2,3.43,0.68,0.01,1,11.19,3.75,863.32,6.23,0.93,59.21,25.69,13,548,24.23,12,344,140.8,37.85,205.16,9.95,5.51,408.18,1.22,1,8,34.84,13.84,1762.65,1,0.91,1.06,0.99,0.89,1.19,1,0.92,1.09,1.19,0.45,3.62,0,0,0,0,0,0,0,0,0,30.07,3.61,80.04,0,0,0,0,0,0,0,0,0,0,0,0,18723.56,2463,3664948,0.65,0,1,0.23,0.02,0.87,309.6,2.39,1290374.24,1066.94,65.48,16034485.83,5.25,0.73,220.07
20,200000,20,10,0,100,7.4,45627,91254,179462.43,35.22,2.02,9291.55,35.75,2.02,12428.66,0.66,0.05,1,0.72,0,0.96,0.74,0.07,1,0.77,0.03,1,1.51,1,15.07,29.35,20.05,527.59,0.91,0.17,1,5.96,1.61,108.77,7.82,5,166.41,5.98,1.61,125.8,12,18.79,27.3,57.41,81.87,40,231.48,93.63,0.58,188.52,2.36,1,45.32,0.16,0,3.07,0.94,0.25,2.54,0.69,0.02,1,11.2,4.11,420.48,6.25,0.98,44.45,25.72,11,301,24.2,13,343,141.08,42.88,204.84,9.95,5.51,245.06,1.21,1,7,34.9,13.84,869.34,1,0.92,1.07,0.99,0.92,1.16,1,0.95,1.07,1.19,0.51,2.79,0,0,0,0,0,0,0,0,0,30.3,3.42,77.62,0,0,0,0,0,0,0,0,0,0,0,0,18795.29,2177,2645165,0.65,0,1,0.23,0.02,0.82,281.71,2.17,673746.29,758.75,65.48,2412964.26,5.27,1.1,111.32
30,200000,20,10,0,100,7.4,44634,89268,173390.44,33.18,2.02,4475.97,33.5,2.02,4475.97,0.66,0.07,1,0.72,0,0.96,0.75,0.04,1,0.77,0.03,1,1.49,1,25.43,28.91,20.04,315.86,0.91,0.23,1,5.85,1.61,75.49,7.68,5,99.06,5.87,1.61,75.49,10.51,14.89,19.88,33.68,82.88,40,235.57,94.56,0.56,190.86,2.28,1,77.89,0.15,0,2.45,0.95,0.29,2.79,0.69,0.01,1,10.88,3.9,437.05,6.21,0.85,50.36,25.38,9,214,24.21,13,171,140.32,29.57,204.64,9.77,5.51,148.8,1.22,1,11,34.18,13.84,886.78,1,0.87,1.05,0.99,0.9,1.26,1,0.94,1.1,1.18,0.46,2.86,0,0,0,0,0,0,0,0,0,30.37,3.83,76.68,0,0,0,0,0,0,0,0,0,0,0,0,18074.92,2194,865654,0.65,0,1,0.23,0.02,0.82,232.57,2.17,225265.21,560.22,65.48,508896.47,5.17,1.1,72.38
30,200000,20,10,0,100,7.4,43643,87286,171353.03,33.24,2.02,8966.76,33.57,2.02,9294.17,0.67,0.07,1,0.72,0,0.96,0.75,0.03,1,0.77,0.02,1,1.49,1,32.85,28.89,19.96,561.87,0.91,0.1,1,5.86,1.61,106.85,7.68,5,177.33,5.87,1.61,108.78,11.09,15.9,27.31,49.38,82.83,40,239.46,93.56,0.56,188.84,2.28,1,101.18,0.15,0,2.97,0.95,0.25,3.27,0.69,0.01,1,10.88,4.25,450.69,6.22,1,50.14,25.28,10,301,24.3,13,212,140.49,37.07,205.74,9.74,5.51,211.99,1.22,1,5,34.2,13.84,910.28,1,0.92,1.06,0.99,0.89,1.19,1,0.94,1.1,1.19,0.38,2.7,0,0,0,0,0,0,0,0,0,30.48,3.64,74.26,0,0,0,0,0,0,0,0,0,0,0,0,18153.56,2598,2266031,0.65,0,1,0.23,0.02,0.84,245.78,2.17,638729.64,596.86,65.48,2919832.91,5.19,1.1,124.55
40,200000,20,10,0,100,7.4,41155,82310,162162.36,32.86,1.89,4226.27,33.18,1.89,4262.44,0.66,0.08,1,0.72,0,0.96,0.75,0.06,1,0.76,0.04,1,1.5,1,17.5,28.88,19.96,554.86,0.91,0.18,1,5.8,1.55,73.36,7.67,5,175.15,5.82,1.55,73.67,10.62,16.04,20.02,46.4,83.16,40,239.72,92.38,0.58,188.17,2.31,1,52.96,0.15,0,3.32,0.95,0.23,3.43,0.69,0.02,1,10.9,3.75,331.42,6.15,1.05,43.05,25.36,11,194,24.25,14,346,139.97,43.14,213.7,9.78,5.51,249.46,1.24,1,7,34.1,13.84,677.32,1,0.92,1.05,0.99,0.92,1.18,1,0.95,1.09,1.18,0.45,3.01,0,0,0,0,0,0,0,0,0,30.08,3.42,78.89,0,0,0,0,0,0,0,0,0,0,0,0,17922.78,2223,1052793,0.65,0,1,0.23,0.03,0.82,232.65,1.95,206680.87,606.84,65.48,2813275.53,5.13,1.1,73.85
40,200000,20,10,0,100,7.4,42545,85090,167639.35,32.6,2.29,6503.85,32.9,2.29,6513.23,0.66,0.06,1,0.72,0,0.96,0.75,0.03,1,0.76,0.04,1,1.48,1,29.05,28.76,20.05,580.9,0.91,0.14,1,5.79,1.71,91,7.63,5,183.33,5.81,1.71,91.07,10.93,16.83,24.99,56.84,83.72,40,236,93.24,0.58,188.19,2.27,1,89.25,0.14,0,2.66,0.95,0.27,2.84,0.69,0.01,1,10.78,3.9,360.24,6.18,1.03,46.07,25.24,12,384,24.26,13,179,139.56,42.77,206.68,9.72,5.51,275.18,1.24,1,6,33.91,13.84,728.56,1,0.93,1.05,0.99,0.91,1.16,1,0.95,1.1,1.18,0.46,2.55,0,0,0,0,0,0,0,0,0,30.28,3.56,74.04,0,0,0,0,0,0,0,0,0,0,0,0,17785.03,2532,1230039,0.65,0,1,0.23,0.03,0.8,237.51,2.61,394565.77,627.9,65.48,3226396.33,5.12,1.1,89.28
50,200000,20,10,0,100,7.4,40815,81630,161358.46,30.97,2.16,3724.78,31.27,2.16,3730.96,0.65,0.07,1,0.72,0,0.96,0.75,0.02,1,0.75,0.03,1,1.49,1,51.99,28.57,20.05,499.63,0.9,0.14,1,5.66,1.66,68.87,7.57,5,157.47,5.68,1.66,68.92,9.91,15.95,17.54,46.93,83.86,40,235.98,92.15,0.58,187.56,2.31,1,161.32,0.14,0,2.31,0.95,0.3,2.46,0.68,0.01,1,10.75,3.9,597.89,6.03,1.05,32.01,25.18,11,264,24.18,13,269,139.57,40.32,205.07,9.7,5.51,195.82,1.26,1,15,33.56,14.44,1203.2,1,0.93,1.11,0.99,0.84,1.13,1,0.93,1.07,1.18,0.47,2.42,0,0,0,0,0,0,0,0,0,29.9,3.16,78.69,0,0,0,0,0,0,0,0,0,0,0,0,17250.92,2481,682661,0.65,0,1,0.24,0.02,0.81,204.5,2.39,171007.35,583.7,65.48,2044590.57,5,1.1,106.91
50,200000,20,10,0,100,7.4,40961,81922,162101.84,32.07,2.16,11196.82,32.35,2.16,11196.82,0.65,0.08,1,0.72,0,0.96,0.74,0.04,1,0.75,0.04,1,1.51,1,23.43,28.75,20.09,414.61,0.9,0.14,1,5.71,1.66,119.4,7.63,5,130.37,5.72,1.66,119.4,12.22,15.48,37.42,39.89,83.29,40,232.51,92.96,0.58,187.36,2.36,1,71.6,0.15,0,2.67,0.95,0.27,2.92,0.68,0.01,1,10.89,3.9,202.28,6.04,0.96,66.16,25.29,11,188,24.23,13,223,139.95,26.1,211.98,9.76,5.51,153.21,1.26,1,11,33.86,14.44,493.32,1,0.93,1.09,0.99,0.88,1.14,1,0.95,1.07,1.18,0.46,2.63,0,0,0,0,0,0,0,0,0,30.1,3.5,76.23,0,0,0,0,0,0,0,0,0,0,0,0,17510.09,2547,1030393,0.64,0,1,0.24,0.02,0.84,261.17,2.39,891263.18,576.81,65.48,1160083.66,5.05,0.73,109.85
60,200000,20,10,0,100,7.4,40387,80774,158973.8,31.39,2.02,6889.58,31.83,2.02,7247.5,0.64,0.06,1,0.71,0,0.96,0.74,0.08,1,0.74,0.03,1,1.5,1,12.79,28.64,19.97,655.66,0.9,0.15,1,5.65,1.61,93.66,7.6,5,207.21,5.67,1.61,96.06,11.32,19.02,26.2,73.44,83.76,40,239.13,92.56,0.56,188.36,2.32,1,38.16,0.14,0,2.19,0.96,0.31,2.97,0.67,0.03,1,10.78,4.11,502.74,6,1.06,43.09,25.25,12,378,24.22,14,201,139.39,42.89,213.39,9.75,5.51,268.57,1.27,1,7,33.55,14.44,1036.33,1,0.95,1.05,0.99,0.91,1.1,1,0.95,1.05,1.17,0.46,2.29,0,0,0,0,0,0,0,0,0,29.72,3.52,80.03,0,0,0,0,0,0,0,0,0,0,0,0,17310.51,2296,1636833,0.64,0,1,0.25,0.02,0.83,236.85,2.17,430182.96,711.09,65.48,4658578.2,4.99,1.1,123.81
60,200000,20,10,0,100,7.4,40357,80714,158693.74,30.6,2.29,2226.62,30.88,2.29,2234.24,0.64,0.07,1,0.71,0,0.96,0.74,0.02,1,0.74,0.03,1,1.5,1,44.54,28.57,20.04,363.97,0.9,0.17,1,5.63,1.71,53.24,7.57,5,114.28,5.65,1.71,53.34,9.64,13.56,15.6,28.69,83.72,40,233.16,92.78,0.58,188.56,2.33,1,137.91,0.14,0,4.55,0.96,0.18,3.26,0.67,0.01,1,10.77,3.75,360.67,5.98,1.04,39.8,25.2,11,235,24.21,13,129,139.3,50.46,205.18,9.73,5.51,167.17,1.27,1,17,33.5,13.84,726.58,1,0.95,1.06,0.99,0.9,1.09,1,0.95,1.05,1.17,0.43,3.94,0,0,0,0,0,0,0,0,0,29.63,3.53,76.33,0,0,0,0,0,0,0,0,0,0,0,0,17076.25,2540,573361,0.64,0,1,0.25,0.02,0.82,196.72,2.61,79037.36,488.2,65.48,781501.77,4.97,1.1,49.6
0,200000,20,20,0,100,7.4,82825,165650,325273.87,85.94,2.02,15798.25,87.72,2.02,17127.96,0.64,0.04,1,0.62,0,0.96,0.59,0.02,1,0.74,0.01,1,2.17,1,40.14,41.18,20.09,1207.37,0.88,0.09,1,8.36,1.61,141.83,11.59,5,382.77,8.44,1.61,147.68,23.41,41.34,41.57,98.67,71.48,40,231.08,93.97,0.58,188.83,4.47,1,124.1,0.38,0,4.48,0.8,0.18,3.61,0.47,0.01,1,20.81,4.91,852.29,6.21,0.72,46.56,30.68,10,527,29.4,12,639,141.91,33.74,209.71,14.76,5.51,590.41,1.17,1,18,54.03,14.87,1746.59,1,0.94,1.06,0.99,0.91,1.12,0.99,0.95,1.06,1.29,0.3,4.21,0,0,0,0,0,0,0,0,0,27.1,2.83,77.09,0,0,0,0,0,0,0,0,0,0,0,0,33463.47,2663,3768929,0.54,0,1,0.26,0.02,0.9,1340.99,2.17,1493747.78,4837.44,65.48,29363703.07,7.69,0.73,148.06
